EmployeeID,Age,Department,MaritalStatus,EducationField,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,Gender,StockOptionLevel,PercentSalaryHike,JobRole,Attrition
747,40,Research & Development,Married,Marketing,8,4952,8,10,12,13,3,1,1,3,4,2,4,3,No,Non-Travel,Male,1,16,Manufacturing Director,Yes
748,31,Research & Development,Single,Marketing,17,13062,17,15,1,17,4,8,1,2,3,1,4,3,No,Travel_Rarely,Male,0,20,Research Scientist,No
749,31,Sales,Divorced,Marketing,21,18677,21,3,6,30,4,4,2,3,1,3,4,3,No,Travel_Rarely,Male,0,20,Manager,No
750,24,Research & Development,Single,Other,16,2187,7,5,8,11,2,5,1,4,4,1,4,3,No,Travel_Frequently,Male,0,18,Laboratory Technician,Yes
751,58,Research & Development,Divorced,Technical Degree,9,17810,16,17,14,20,4,7,1,1,1,1,4,3,Yes,Travel_Rarely,Male,1,18,Laboratory Technician,No
752,24,Human Resources,Married,Life Sciences,17,12938,5,17,1,6,0,1,2,3,2,1,1,3,No,Travel_Frequently,Female,2,10,HR Manager,Yes
753,21,Research & Development,Single,Life Sciences,24,8159,9,15,0,9,5,5,2,1,2,1,4,3,No,Travel_Frequently,Female,3,24,Laboratory Technician,Yes
754,57,Research & Development,Married,Technical Degree,7,15227,7,5,9,7,1,8,1,1,1,1,3,3,No,Travel_Rarely,Male,3,11,Research Director,No
755,41,Research & Development,Single,Human Resources,17,13120,16,14,0,18,3,0,1,4,4,3,4,4,No,Travel_Rarely,Male,1,24,Research Scientist,No
756,36,Research & Development,Married,Marketing,20,15837,21,8,11,23,5,1,4,2,4,4,3,4,Yes,Travel_Rarely,Female,2,24,Research Scientist,No
757,48,Research & Development,Married,Technical Degree,10,3463,6,15,0,10,1,1,3,1,1,2,1,3,Yes,Travel_Rarely,Male,1,20,Research Director,Yes
758,34,Research & Development,Single,Human Resources,12,3061,7,15,14,13,2,3,1,2,2,4,3,3,Yes,Travel_Rarely,Male,0,21,Laboratory Technician,Yes
759,23,Sales,Single,Technical Degree,26,13556,20,7,7,29,4,1,2,1,2,3,4,3,No,Travel_Rarely,Male,2,10,Manager,No
760,48,Research & Development,Married,Other,11,7465,11,5,14,18,5,1,2,4,3,2,1,3,Yes,Travel_Rarely,Male,2,24,Research Director,No
761,25,Sales,Single,Technical Degree,18,6288,12,17,1,16,1,7,4,4,3,1,3,3,Yes,Travel_Rarely,Male,3,17,Manager,No
762,41,Sales,Divorced,Human Resources,5,9582,17,8,4,26,3,4,4,1,3,4,3,3,No,Travel_Rarely,Male,0,15,Manager,No
763,57,Research & Development,Married,Human Resources,27,15053,3,7,6,8,1,3,4,1,1,1,2,3,No,Travel_Rarely,Female,2,20,Manufacturing Director,No
764,57,Research & Development,Married,Technical Degree,18,5235,21,11,0,25,3,3,1,4,3,2,4,3,No,Travel_Rarely,Male,1,18,Manufacturing Director,No
765,33,Research & Development,Single,Life Sciences,23,19517,9,16,1,11,2,8,2,4,1,1,1,3,No,Travel_Rarely,Male,1,15,Manufacturing Director,No
766,50,Sales,Married,Marketing,18,9573,16,2,4,20,0,4,2,4,1,4,2,3,Yes,Travel_Rarely,Male,0,14,Sales Executive,No
767,43,Sales,Divorced,Life Sciences,11,4710,10,17,11,10,5,4,3,3,4,4,4,3,Yes,Non-Travel,Male,0,11,Manager,Yes
768,38,Human Resources,Single,Technical Degree,10,3280,18,7,10,19,3,8,4,4,1,2,3,3,No,Travel_Rarely,Female,1,23,HR Specialist,No
769,23,Sales,Married,Life Sciences,21,17430,15,0,1,24,2,0,2,2,1,2,1,3,No,Travel_Rarely,Female,0,19,Sales Representative,Yes
770,33,Sales,Single,Technical Degree,25,4037,4,5,0,5,0,4,3,4,2,3,1,3,No,Travel_Rarely,Female,1,14,Sales Representative,Yes
771,45,Sales,Married,Marketing,4,9541,4,8,9,9,0,6,2,4,3,3,3,4,No,Non-Travel,Male,2,20,Manager,No
772,59,Research & Development,Married,Life Sciences,25,14036,21,12,5,22,2,4,1,1,3,2,4,3,Yes,Travel_Rarely,Male,0,20,Laboratory Technician,Yes
773,18,Research & Development,Married,Life Sciences,25,11235,12,10,11,18,3,7,2,1,1,2,1,4,No,Travel_Rarely,Male,3,12,Research Scientist,No
774,48,Research & Development,Married,Technical Degree,4,6726,6,2,4,15,1,7,3,3,4,1,1,4,Yes,Travel_Rarely,Male,1,12,Research Director,No
775,53,Research & Development,Single,Life Sciences,4,3942,3,8,5,7,4,3,2,4,2,2,2,3,No,Travel_Rarely,Male,3,13,Laboratory Technician,Yes
776,57,Sales,Single,Other,21,14805,3,4,3,4,2,7,3,4,3,3,1,3,No,Travel_Rarely,Male,2,11,Manager,No
777,35,Research & Development,Single,Human Resources,25,10825,22,4,3,22,0,2,3,1,1,3,1,3,Yes,Travel_Frequently,Male,3,22,Research Director,No
778,22,Research & Development,Divorced,Human Resources,12,2865,24,12,10,31,3,2,2,2,4,4,2,3,No,Travel_Rarely,Male,1,12,Research Director,Yes
779,29,Sales,Married,Medical,19,5261,9,14,7,10,1,8,4,4,2,3,3,3,No,Travel_Rarely,Male,0,22,Sales Representative,No
780,53,Sales,Married,Human Resources,29,12128,5,2,9,8,0,0,1,1,4,4,4,3,No,Non-Travel,Male,0,17,Sales Executive,Yes
781,54,Sales,Married,Technical Degree,10,5030,10,10,1,18,0,3,4,3,2,3,2,3,Yes,Non-Travel,Male,0,11,Manager,No
782,44,Sales,Single,Marketing,7,9046,3,7,8,8,1,5,1,2,3,2,3,3,No,Travel_Frequently,Female,2,22,Sales Executive,Yes
783,23,Research & Development,Single,Life Sciences,29,4241,13,6,6,21,3,3,2,1,3,2,4,3,No,Travel_Frequently,Male,2,12,Research Director,No
784,23,Research & Development,Single,Technical Degree,9,16345,15,12,13,23,5,7,4,1,1,3,1,3,Yes,Non-Travel,Male,3,24,Research Director,Yes
785,38,Sales,Divorced,Human Resources,14,13347,24,4,6,30,1,2,3,3,1,2,4,3,No,Travel_Frequently,Male,3,10,Sales Representative,No
786,42,Research & Development,Married,Life Sciences,13,16111,7,13,1,16,0,4,2,4,2,4,1,3,Yes,Travel_Rarely,Male,3,19,Research Scientist,Yes
787,19,Research & Development,Married,Life Sciences,16,2944,4,7,10,4,1,1,4,1,1,1,3,3,No,Travel_Rarely,Female,1,14,Laboratory Technician,Yes
788,46,Research & Development,Single,Marketing,8,8760,3,1,2,5,1,1,1,2,3,1,4,3,No,Travel_Rarely,Male,1,18,Research Scientist,Yes
789,40,Research & Development,Single,Technical Degree,20,6817,9,14,13,11,1,1,3,1,1,2,4,3,No,Travel_Rarely,Female,3,22,Laboratory Technician,No
790,18,Research & Development,Married,Marketing,21,13208,15,15,5,24,1,6,3,3,3,1,2,3,No,Travel_Rarely,Female,2,21,Laboratory Technician,No
791,22,Research & Development,Married,Marketing,6,16786,1,10,11,7,5,1,1,4,1,1,3,4,No,Travel_Rarely,Male,1,14,Manufacturing Director,No
792,37,Sales,Divorced,Medical,14,6095,18,13,9,20,2,6,4,4,1,2,1,3,No,Travel_Rarely,Female,3,10,Sales Executive,No
793,48,Research & Development,Married,Life Sciences,2,15855,11,2,6,13,3,3,4,2,2,1,2,3,No,Travel_Frequently,Female,0,14,Research Director,No
794,52,Sales,Married,Life Sciences,7,12447,19,6,8,27,4,5,1,2,3,1,4,4,Yes,Travel_Rarely,Female,2,22,Sales Executive,Yes
795,36,Research & Development,Married,Life Sciences,29,16833,11,6,2,19,0,7,1,2,2,3,1,3,No,Non-Travel,Male,3,17,Research Director,No
796,30,Research & Development,Divorced,Human Resources,15,3462,3,13,1,3,1,7,1,4,2,2,1,4,No,Travel_Frequently,Female,2,21,Laboratory Technician,No
797,58,Sales,Married,Human Resources,19,19836,0,6,11,3,2,0,2,2,2,4,3,3,Yes,Travel_Rarely,Male,2,17,Sales Representative,Yes
798,37,Research & Development,Married,Marketing,26,9822,13,13,14,18,2,7,2,1,2,1,3,3,No,Travel_Rarely,Male,0,17,Research Director,Yes
799,31,Sales,Divorced,Life Sciences,21,7041,13,5,12,15,0,8,3,4,2,3,2,3,Yes,Travel_Rarely,Female,2,10,Sales Representative,Yes
800,36,Sales,Single,Marketing,23,5289,20,10,4,27,3,6,3,1,4,3,1,3,No,Non-Travel,Male,1,10,Sales Executive,No
801,18,Sales,Divorced,Other,21,19728,21,3,5,28,1,1,1,4,3,3,1,4,No,Travel_Rarely,Male,3,20,Sales Representative,Yes
802,30,Research & Development,Single,Medical,15,17900,4,10,5,12,1,5,2,1,2,3,3,3,No,Travel_Rarely,Male,1,13,Manufacturing Director,Yes
803,39,Sales,Married,Marketing,19,4361,7,1,10,14,3,5,4,3,3,1,2,3,No,Travel_Rarely,Male,1,15,Manager,No
804,56,Research & Development,Married,Technical Degree,9,10008,5,13,9,13,5,5,4,2,3,4,4,3,No,Travel_Rarely,Male,1,15,Manufacturing Director,No
805,49,Sales,Married,Medical,26,15203,2,0,11,5,5,3,2,3,4,2,2,4,No,Travel_Frequently,Male,2,19,Manager,Yes
806,50,Research & Development,Married,Marketing,6,12633,0,17,14,2,5,4,1,2,3,3,2,3,No,Travel_Frequently,Male,3,24,Manufacturing Director,No
807,40,Human Resources,Married,Marketing,26,5402,2,15,5,5,2,5,1,2,1,2,1,3,No,Travel_Rarely,Female,1,21,HR Specialist,Yes
808,22,Research & Development,Single,Marketing,26,8486,13,10,9,21,0,4,2,2,3,2,3,4,Yes,Travel_Frequently,Male,0,19,Manufacturing Director,Yes
809,34,Research & Development,Single,Human Resources,5,8626,3,16,7,9,1,6,2,4,4,3,2,3,Yes,Travel_Frequently,Female,3,22,Research Director,No
810,59,Research & Development,Single,Technical Degree,21,7197,4,14,14,7,2,6,2,1,1,4,4,3,Yes,Travel_Frequently,Male,2,17,Research Scientist,Yes
811,19,Human Resources,Married,Life Sciences,29,19292,2,2,5,9,1,2,1,1,1,4,2,3,No,Travel_Rarely,Female,1,12,HR Specialist,No
812,54,Research & Development,Married,Life Sciences,17,5652,18,13,2,20,1,5,2,1,3,3,4,3,No,Travel_Rarely,Female,3,17,Research Scientist,No
813,46,Research & Development,Single,Marketing,10,14718,15,6,5,17,0,6,2,3,4,3,2,3,No,Travel_Rarely,Female,1,24,Research Director,No
814,29,Human Resources,Divorced,Other,26,18413,24,15,9,24,1,4,2,3,2,3,2,3,No,Travel_Frequently,Male,2,21,HR Manager,No
815,50,Research & Development,Married,Life Sciences,15,16306,2,15,14,11,3,6,1,3,3,4,2,4,Yes,Travel_Rarely,Male,3,15,Manufacturing Director,No
816,53,Research & Development,Married,Life Sciences,4,16390,5,17,12,7,2,1,4,1,3,1,2,3,No,Travel_Frequently,Female,0,14,Research Director,No
817,19,Sales,Married,Human Resources,8,4858,11,8,0,18,0,3,2,4,3,4,2,3,No,Travel_Rarely,Female,3,23,Manager,No
818,22,Sales,Single,Marketing,20,4398,16,3,7,17,3,6,2,4,1,3,4,3,No,Travel_Rarely,Male,3,11,Sales Representative,Yes
819,45,Research & Development,Married,Medical,14,16092,3,2,2,3,5,8,4,4,2,3,3,3,Yes,Travel_Rarely,Female,1,23,Research Director,No
820,59,Research & Development,Married,Medical,7,15441,5,2,5,11,2,5,3,4,4,3,1,3,No,Travel_Frequently,Female,1,20,Laboratory Technician,No
821,19,Research & Development,Single,Technical Degree,24,15354,10,17,14,10,1,5,1,2,4,4,1,3,No,Non-Travel,Male,0,22,Research Director,No
822,45,Research & Development,Divorced,Technical Degree,4,9533,0,10,14,1,1,3,1,3,4,3,1,3,No,Travel_Rarely,Female,0,14,Research Director,No
823,23,Research & Development,Divorced,Technical Degree,7,11421,9,6,2,12,2,6,1,2,1,1,3,4,No,Travel_Frequently,Female,3,19,Research Scientist,Yes
824,45,Research & Development,Married,Medical,14,2277,18,8,2,23,1,3,3,3,2,4,1,3,No,Travel_Rarely,Male,1,14,Research Director,No
825,44,Sales,Divorced,Technical Degree,2,7238,13,3,10,13,5,0,2,2,1,3,2,3,No,Travel_Rarely,Male,2,10,Manager,No
826,21,Sales,Divorced,Other,12,11510,10,10,6,11,5,2,2,3,2,4,4,3,No,Travel_Rarely,Male,0,16,Manager,No
827,46,Research & Development,Married,Medical,27,4263,12,7,6,15,2,5,3,4,4,4,1,3,No,Travel_Frequently,Male,1,24,Research Scientist,No
828,55,Research & Development,Married,Marketing,28,4340,23,14,13,30,5,8,3,3,2,4,1,3,No,Travel_Rarely,Male,3,13,Manufacturing Director,No
829,54,Human Resources,Married,Life Sciences,26,2813,13,0,13,13,5,4,1,4,1,1,1,4,No,Non-Travel,Female,2,12,HR Specialist,No
830,19,Research & Development,Single,Technical Degree,10,5778,13,16,13,15,0,7,1,4,3,3,2,3,Yes,Travel_Rarely,Male,0,23,Research Director,Yes
831,28,Research & Development,Single,Life Sciences,2,19871,23,1,11,24,2,7,4,1,4,4,1,3,No,Travel_Rarely,Female,0,23,Research Director,No
832,28,Sales,Single,Medical,24,14528,3,7,14,6,3,5,4,4,3,4,3,3,No,Travel_Rarely,Female,3,22,Sales Representative,No
833,37,Research & Development,Married,Human Resources,11,19068,2,6,10,4,2,7,4,4,4,3,3,3,No,Travel_Rarely,Female,0,24,Research Scientist,No
834,24,Sales,Married,Life Sciences,22,6628,11,12,13,17,2,3,4,2,3,4,1,3,No,Travel_Frequently,Male,0,24,Sales Representative,No
835,53,Research & Development,Married,Other,4,12779,7,11,8,7,2,3,2,3,3,4,3,3,Yes,Non-Travel,Male,1,23,Laboratory Technician,No
836,50,Human Resources,Single,Marketing,20,18053,5,3,0,14,4,6,4,3,4,1,2,3,No,Travel_Frequently,Female,3,24,HR Manager,No
837,51,Sales,Single,Marketing,18,8336,2,8,12,4,1,5,4,4,2,4,1,3,Yes,Travel_Frequently,Male,2,21,Sales Executive,No
838,26,Research & Development,Married,Technical Degree,27,13829,21,9,13,30,3,4,4,4,2,3,2,3,No,Travel_Rarely,Male,0,14,Laboratory Technician,Yes
839,18,Sales,Married,Technical Degree,3,14471,15,8,4,22,1,3,1,1,3,3,3,3,No,Travel_Rarely,Male,3,16,Sales Representative,Yes
840,56,Sales,Divorced,Marketing,12,16981,17,0,6,20,5,8,1,1,3,1,1,3,No,Travel_Rarely,Male,3,15,Manager,No
841,30,Sales,Divorced,Other,29,19450,2,3,8,5,0,0,2,1,2,4,4,3,No,Travel_Rarely,Female,2,17,Sales Executive,No
842,45,Sales,Divorced,Other,12,13073,8,9,9,17,0,0,3,3,2,2,4,3,No,Travel_Rarely,Male,0,20,Manager,No
843,56,Human Resources,Divorced,Medical,20,12485,15,4,10,24,0,4,4,4,1,2,1,3,No,Travel_Rarely,Male,0,13,HR Manager,No
844,19,Research & Development,Divorced,Human Resources,5,17639,13,9,5,19,2,0,2,3,3,2,1,3,Yes,Travel_Rarely,Male,3,10,Manufacturing Director,Yes
845,18,Research & Development,Married,Medical,22,14321,17,2,12,17,3,3,4,1,1,4,2,3,No,Non-Travel,Male,3,19,Research Scientist,No
846,18,Research & Development,Single,Other,8,8510,16,13,12,25,5,5,4,3,2,2,4,3,No,Travel_Rarely,Male,3,24,Research Scientist,No
847,24,Sales,Single,Medical,17,13342,10,3,14,14,2,3,4,2,2,1,1,3,No,Travel_Rarely,Female,1,22,Sales Executive,Yes
848,20,Sales,Married,Medical,26,11884,19,11,8,19,1,1,1,2,4,1,2,4,Yes,Travel_Rarely,Female,2,10,Manager,Yes
849,52,Research & Development,Single,Human Resources,20,6117,6,15,1,14,2,2,1,4,2,4,3,4,No,Travel_Rarely,Female,0,18,Manufacturing Director,No
850,43,Sales,Single,Human Resources,14,11286,2,6,12,2,0,5,1,2,1,1,1,4,No,Non-Travel,Male,0,17,Sales Executive,Yes
851,59,Human Resources,Divorced,Life Sciences,6,13224,22,2,1,25,2,8,3,3,3,4,1,3,No,Travel_Rarely,Male,0,16,HR Manager,No
852,51,Sales,Single,Technical Degree,10,18268,0,0,2,0,4,7,3,1,1,1,1,3,Yes,Travel_Rarely,Male,2,20,Sales Representative,No
853,58,Research & Development,Divorced,Marketing,25,12448,7,6,4,11,0,4,2,2,2,4,1,3,No,Travel_Rarely,Female,1,16,Research Director,No
854,28,Research & Development,Married,Technical Degree,7,4968,2,2,2,10,4,1,1,3,2,3,3,3,No,Travel_Rarely,Female,2,23,Research Scientist,No
855,30,Sales,Married,Technical Degree,20,19777,5,15,10,6,1,2,3,3,1,1,4,4,No,Travel_Rarely,Female,1,23,Sales Executive,No
856,53,Sales,Married,Other,15,12405,9,17,6,10,4,3,3,4,4,4,2,3,No,Travel_Frequently,Male,2,19,Manager,No
857,28,Human Resources,Married,Other,10,7167,3,17,3,12,4,2,2,2,2,2,2,3,No,Travel_Rarely,Male,3,16,HR Specialist,No
858,20,Sales,Married,Technical Degree,21,15579,11,16,0,12,4,6,2,4,3,4,1,4,Yes,Travel_Rarely,Female,2,18,Manager,No
859,46,Research & Development,Single,Human Resources,11,8924,23,10,3,24,4,3,3,4,4,3,4,3,No,Travel_Rarely,Male,3,23,Research Director,No
860,51,Research & Development,Divorced,Other,9,8660,3,5,10,8,4,7,3,2,2,2,4,3,No,Travel_Frequently,Female,3,14,Research Scientist,Yes
861,58,Sales,Single,Medical,16,17109,23,8,11,25,1,2,3,1,4,1,3,3,No,Travel_Frequently,Female,2,23,Sales Representative,No
862,56,Research & Development,Single,Human Resources,22,17616,10,4,4,19,0,4,4,2,2,2,2,3,No,Non-Travel,Male,3,18,Manufacturing Director,No
863,23,Research & Development,Married,Human Resources,26,11430,14,15,1,15,2,6,2,3,4,1,1,4,No,Travel_Rarely,Female,0,10,Research Scientist,No
864,50,Research & Development,Married,Life Sciences,19,8714,11,7,8,16,3,1,3,4,2,4,4,3,No,Travel_Rarely,Female,2,21,Research Director,No
865,53,Research & Development,Married,Other,20,17538,7,6,11,16,3,6,4,3,1,1,1,3,No,Travel_Rarely,Female,0,13,Research Scientist,No
866,47,Sales,Married,Human Resources,23,5119,2,12,1,9,4,5,1,3,4,1,1,3,Yes,Non-Travel,Male,0,17,Sales Executive,No
867,52,Sales,Single,Marketing,8,15449,14,6,11,14,1,5,2,1,4,1,3,4,No,Travel_Frequently,Male,0,24,Sales Representative,Yes
868,53,Research & Development,Married,Marketing,8,12512,22,6,2,23,5,4,1,3,4,4,1,4,Yes,Non-Travel,Female,0,21,Research Scientist,No
869,36,Human Resources,Single,Marketing,15,17373,13,4,3,14,2,8,2,4,1,4,1,4,No,Travel_Rarely,Male,1,20,HR Manager,No
870,19,Sales,Single,Other,19,9570,14,1,9,23,1,6,1,2,4,3,3,4,No,Travel_Rarely,Male,2,11,Sales Representative,No
871,37,Sales,Single,Other,19,16976,16,0,0,18,4,1,3,4,2,1,1,3,Yes,Travel_Rarely,Male,3,22,Sales Executive,No
872,26,Research & Development,Married,Human Resources,5,2273,9,7,4,9,0,5,1,1,4,3,2,3,No,Travel_Rarely,Male,3,15,Research Director,Yes
873,22,Research & Development,Married,Technical Degree,23,15648,3,17,2,6,2,8,3,4,4,4,3,4,Yes,Travel_Rarely,Female,0,10,Research Scientist,Yes
874,23,Sales,Married,Life Sciences,11,3257,12,4,3,14,4,2,3,4,1,1,1,3,No,Travel_Rarely,Male,1,24,Sales Representative,No
875,47,Research & Development,Single,Other,26,13563,21,11,11,22,4,4,4,3,2,4,4,3,No,Travel_Rarely,Male,1,12,Research Scientist,Yes
876,39,Research & Development,Single,Life Sciences,22,5514,7,5,3,11,1,6,2,3,2,1,1,3,No,Travel_Rarely,Male,0,14,Research Scientist,No
877,40,Research & Development,Married,Medical,29,19342,21,5,0,30,0,2,2,4,2,4,3,3,No,Travel_Frequently,Male,0,12,Research Scientist,Yes
878,49,Sales,Single,Life Sciences,19,15847,21,2,3,23,0,4,1,2,3,3,1,3,No,Travel_Rarely,Male,1,19,Sales Executive,No
879,41,Sales,Married,Other,16,3883,6,10,1,15,0,4,3,1,2,4,3,4,No,Travel_Rarely,Male,3,23,Sales Representative,No
880,44,Research & Development,Divorced,Marketing,6,18056,14,11,9,20,4,1,1,4,3,2,4,3,No,Travel_Rarely,Male,1,17,Laboratory Technician,Yes
881,21,Research & Development,Married,Medical,12,6534,18,6,14,21,4,1,1,1,3,4,4,3,Yes,Travel_Frequently,Male,1,23,Research Scientist,Yes
882,53,Research & Development,Divorced,Life Sciences,25,11821,12,9,2,18,3,5,4,3,1,4,2,3,No,Travel_Rarely,Female,3,24,Research Scientist,No
883,36,Research & Development,Single,Marketing,12,3534,17,8,10,20,3,1,3,2,1,2,1,3,Yes,Travel_Frequently,Male,1,23,Research Scientist,Yes
884,24,Research & Development,Single,Human Resources,2,3900,22,4,5,24,1,8,1,4,3,3,4,3,No,Travel_Frequently,Male,2,12,Manufacturing Director,No
885,52,Human Resources,Married,Other,8,6343,15,12,1,17,1,4,3,4,1,2,3,3,No,Travel_Rarely,Male,3,13,HR Manager,No
886,48,Research & Development,Married,Technical Degree,18,11619,20,9,10,20,0,6,2,2,1,2,1,3,No,Non-Travel,Female,0,14,Research Scientist,No
887,20,Research & Development,Divorced,Technical Degree,19,11772,20,1,3,26,4,3,1,3,3,4,1,3,No,Travel_Rarely,Male,2,19,Research Scientist,No
888,26,Human Resources,Single,Other,29,17400,20,8,7,20,0,2,2,2,2,1,2,3,Yes,Travel_Rarely,Male,1,22,HR Manager,Yes
889,18,Sales,Married,Other,28,4972,21,7,7,22,0,4,4,2,1,1,3,3,No,Travel_Rarely,Female,0,14,Manager,No
890,29,Research & Development,Married,Medical,16,15490,5,14,8,5,4,6,1,4,2,2,2,3,Yes,Travel_Frequently,Female,0,19,Manufacturing Director,Yes
891,22,Research & Development,Single,Other,17,2105,0,5,2,0,3,3,2,2,3,4,4,3,No,Travel_Rarely,Male,2,12,Research Scientist,Yes
892,47,Sales,Single,Technical Degree,24,7239,3,17,3,12,2,2,4,4,4,1,3,3,No,Travel_Rarely,Female,2,18,Manager,Yes
893,39,Research & Development,Divorced,Other,2,5150,6,11,11,6,1,1,2,3,4,2,4,3,No,Travel_Rarely,Female,2,21,Manufacturing Director,No
894,59,Sales,Single,Life Sciences,18,4230,17,2,13,23,0,4,1,4,3,3,4,4,No,Non-Travel,Male,2,15,Sales Executive,No
895,49,Sales,Divorced,Life Sciences,14,12521,12,7,0,15,2,6,2,3,4,2,2,3,No,Travel_Rarely,Female,2,12,Sales Executive,No
896,43,Research & Development,Married,Other,23,18212,11,15,6,12,2,4,3,4,3,3,4,3,No,Travel_Frequently,Male,0,16,Manufacturing Director,No
897,39,Sales,Married,Human Resources,24,14005,0,4,13,2,3,2,4,2,2,3,2,3,Yes,Non-Travel,Female,0,21,Manager,Yes
898,20,Research & Development,Married,Medical,20,17373,17,12,4,17,0,2,3,2,4,4,1,3,Yes,Travel_Frequently,Female,1,24,Research Director,No
899,20,Human Resources,Divorced,Other,20,12645,9,14,6,12,1,3,1,2,2,4,2,3,Yes,Travel_Frequently,Female,2,19,HR Manager,Yes
900,43,Research & Development,Single,Life Sciences,21,2966,19,12,13,27,0,3,4,1,4,2,2,3,No,Travel_Rarely,Male,3,20,Manufacturing Director,Yes
901,18,Sales,Single,Human Resources,17,8227,2,1,14,8,2,1,4,1,4,2,4,3,Yes,Travel_Frequently,Female,3,16,Manager,No
902,19,Sales,Married,Medical,7,16826,7,6,9,15,1,8,3,2,2,2,4,3,No,Travel_Rarely,Male,3,23,Sales Executive,No
903,27,Sales,Married,Life Sciences,9,2795,1,6,10,7,1,2,4,4,3,2,1,4,No,Travel_Rarely,Male,1,23,Sales Representative,Yes
904,55,Sales,Single,Human Resources,22,3749,7,6,9,16,3,2,4,4,4,4,1,3,No,Travel_Rarely,Female,2,24,Sales Executive,No
905,37,Human Resources,Single,Other,18,17008,23,15,4,24,2,5,1,3,4,3,3,4,No,Travel_Rarely,Male,0,22,HR Manager,No
906,47,Research & Development,Married,Life Sciences,7,3139,12,0,13,13,1,7,2,2,1,3,3,4,Yes,Travel_Rarely,Female,1,18,Manufacturing Director,Yes
907,35,Sales,Single,Life Sciences,26,19269,10,9,0,14,4,4,3,3,4,2,3,3,No,Travel_Rarely,Male,0,24,Manager,No
908,25,Research & Development,Single,Technical Degree,29,15654,6,17,0,11,2,6,2,4,3,3,2,3,Yes,Travel_Rarely,Male,3,19,Laboratory Technician,No
909,33,Research & Development,Divorced,Life Sciences,19,13972,6,15,9,13,2,0,3,1,1,3,4,3,No,Travel_Frequently,Male,1,19,Research Director,No
910,21,Sales,Single,Human Resources,7,11653,16,10,12,17,2,4,3,4,1,3,2,3,No,Travel_Rarely,Male,2,19,Manager,No
911,50,Sales,Divorced,Other,28,3608,24,17,12,25,0,0,1,4,3,4,2,3,No,Travel_Rarely,Male,0,12,Sales Representative,No
912,25,Research & Development,Divorced,Human Resources,7,9461,18,7,10,25,2,1,3,4,2,4,2,3,No,Travel_Frequently,Male,3,22,Research Director,No
913,33,Research & Development,Single,Medical,13,16539,18,11,5,23,3,5,1,1,1,1,4,3,Yes,Non-Travel,Female,2,15,Manufacturing Director,Yes
914,59,Sales,Married,Medical,25,18269,11,9,5,15,0,1,3,4,3,1,2,3,No,Travel_Rarely,Female,0,19,Manager,Yes
915,42,Human Resources,Married,Human Resources,16,10045,2,0,6,4,3,0,2,3,3,4,3,3,No,Travel_Rarely,Female,1,22,HR Specialist,No
916,37,Research & Development,Married,Life Sciences,8,17107,18,0,3,24,0,1,1,3,1,2,4,3,Yes,Travel_Rarely,Male,0,11,Research Director,Yes
917,40,Research & Development,Single,Technical Degree,3,15978,20,16,6,28,3,6,4,1,2,2,1,4,No,Travel_Rarely,Male,0,14,Research Scientist,Yes
918,50,Sales,Single,Marketing,11,3037,12,3,1,12,0,5,2,2,2,4,3,3,Yes,Travel_Rarely,Female,0,24,Manager,Yes
919,28,Sales,Single,Human Resources,20,13163,2,6,4,2,1,3,1,2,4,3,3,3,Yes,Non-Travel,Male,2,15,Sales Representative,No
920,44,Research & Development,Married,Medical,21,13089,17,11,14,24,2,8,2,4,3,1,4,3,No,Travel_Rarely,Male,3,19,Research Scientist,Yes
921,54,Sales,Divorced,Human Resources,7,11771,23,10,10,31,3,3,4,2,1,1,1,4,Yes,Travel_Rarely,Female,2,18,Manager,Yes
922,42,Research & Development,Married,Human Resources,5,15900,5,9,2,7,4,7,1,1,3,4,3,3,No,Travel_Rarely,Male,2,23,Research Scientist,No
923,36,Research & Development,Married,Medical,21,18010,3,17,4,10,2,3,2,4,4,4,4,3,Yes,Travel_Rarely,Female,0,17,Manufacturing Director,Yes
924,24,Sales,Divorced,Marketing,5,11908,18,14,3,26,0,0,2,1,1,2,2,4,No,Non-Travel,Male,0,16,Manager,No
925,28,Research & Development,Married,Life Sciences,2,7766,8,16,4,9,2,0,4,4,4,4,3,3,No,Travel_Frequently,Male,0,10,Research Scientist,No
926,57,Human Resources,Single,Marketing,15,19694,17,11,10,18,4,2,1,4,1,1,2,3,No,Travel_Frequently,Male,3,17,HR Specialist,No
927,40,Research & Development,Divorced,Medical,17,19345,17,17,13,18,0,1,1,2,3,4,3,3,No,Travel_Rarely,Female,2,18,Manufacturing Director,Yes
928,30,Research & Development,Married,Life Sciences,8,14348,6,10,10,13,4,1,3,3,2,1,2,3,No,Non-Travel,Female,3,20,Research Director,No
929,35,Research & Development,Single,Technical Degree,7,13531,1,9,7,8,2,3,1,4,3,3,1,3,No,Travel_Rarely,Female,3,21,Laboratory Technician,No
930,42,Research & Development,Married,Technical Degree,7,3874,13,14,2,14,0,8,3,3,4,4,4,3,Yes,Travel_Rarely,Male,0,21,Research Scientist,Yes
